customer_id,email,state,plan,plan_list_price,churn_status,user_id,total_tickets,avg_resolution_time,event_count,ticket_count
C10307,user10307@example.com,Indiana,Basic,11,,10307,2.0,5.755,0.0,2.0
C10308,user10308@example.com,Vermont,Free,0,Y,10308,1.0,17.5,0.0,1.0
C10309,user10309@example.org,Michigan,Pro,42,,10309,4.0,7.0275,3.0,4.0
C10310,user10310@example.net,Arizona,Basic,20,,10310,,0.0,2.0,0.0
C10311,user10311@example.com,North Dakota,Basic,10,Y,10311,3.0,25.189999999999998,0.0,3.0
C10312,user10312@example.net,Wyoming,Enterprise,134,,10312,,0.0,3.0,0.0
C10313,user10313@example.com,Virginia,Basic,18,,10313,,0.0,1.0,0.0
C10314,user10314@example.org,Wisconsin,Basic,17,,10314,,0.0,1.0,0.0
C10315,user10315@example.org,Oregon,Pro,74,,10315,,0.0,4.0,0.0
C10316,user10316@example.org,West Virginia,Enterprise,103,Y,10316,3.0,23.063333333333333,0.0,3.0
C10317,user10317@example.com,Colorado,Basic,30,Y,10317,1.0,19.94,0.0,1.0
C10318,user10318@example.net,Nevada,Basic,28,,10318,2.0,3.39,1.0,2.0
C10319,user10319@example.net,Colorado,Basic,21,,10319,5.0,7.964,0.0,5.0
C10320,user10320@example.com,Rhode Island,Basic,10,Y,10320,1.0,24.92,0.0,1.0
C10321,user10321@example.net,Arkansas,Enterprise,92,,10321,1.0,2.22,1.0,1.0
C10322,user10322@example.net,Texas,Pro,34,Y,10322,8.0,14.64,0.0,8.0
C10323,user10323@example.com,Wyoming,Basic,18,,10323,,0.0,1.0,0.0
C10324,user10324@example.com,Utah,Enterprise,93,Y,10324,2.0,22.509999999999998,0.0,2.0
C10325,user10325@example.com,Florida,Free,0,Y,10325,3.0,15.223333333333334,1.0,3.0
C10326,user10326@example.net,Kentucky,Basic,17,,10326,6.0,8.888333333333334,3.0,6.0
C10327,user10327@example.com,Montana,Free,0,Y,10327,4.0,22.4625,0.0,4.0
C10328,user10328@example.net,Idaho,Pro,45,,10328,1.0,4.6,2.0,1.0
C10329,user10329@example.com,Nebraska,Pro,32,Y,10329,2.0,16.505000000000003,0.0,2.0
C10330,user10330@example.net,Oklahoma,Enterprise,82,,10330,1.0,7.09,2.0,1.0
C10331,user10331@example.com,Alaska,Basic,18,,10331,2.0,6.985,2.0,2.0
C10332,user10332@example.org,Nevada,Free,0,,10332,5.0,4.404,0.0,5.0
C10333,user10333@example.org,Florida,Pro,59,,10333,,0.0,1.0,0.0
C10334,user10334@example.com,Delaware,Basic,26,Y,10334,2.0,17.259999999999998,0.0,2.0
C10335,user10335@example.com,Alabama,Free,0,Y,10335,2.0,16.815,0.0,2.0
C10336,user10336@example.org,Tennessee,Free,0,,10336,1.0,8.16,2.0,1.0
C10337,user10337@example.com,Michigan,Free,0,Y,10337,2.0,16.78,0.0,2.0
C10338,user10338@example.net,Alaska,Free,0,,10338,6.0,7.1066666666666665,2.0,6.0
C10339,user10339@example.com,North Carolina,Pro,34,,10339,5.0,4.95,0.0,5.0
C10340,user10340@example.net,Utah,Basic,29,,10340,2.0,12.725000000000001,3.0,2.0
C10341,user10341@example.org,Ohio,Enterprise,97,,10341,1.0,9.41,1.0,1.0
C10342,user10342@example.com,Texas,Pro,43,,10342,4.0,3.4450000000000003,0.0,4.0
C10343,user10343@example.net,Colorado,Basic,20,,10343,3.0,5.123333333333334,2.0,3.0
C10344,user10344@example.org,Georgia,Enterprise,141,,10344,4.0,11.755,2.0,4.0
C10345,user10345@example.net,Florida,Free,0,Y,10345,3.0,21.776666666666667,0.0,3.0
C10346,user10346@example.net,Ohio,Pro,35,,10346,,0.0,3.0,0.0
C10347,user10347@example.com,Colorado,Pro,37,,10347,1.0,7.42,0.0,1.0
C10348,user10348@example.com,South Carolina,Basic,13,,10348,4.0,8.77,2.0,4.0
C10349,user10349@example.org,Delaware,Free,0,,10349,3.0,3.026666666666667,2.0,3.0
C10350,user10350@example.com,South Carolina,Enterprise,97,Y,10350,4.0,17.7425,1.0,4.0
C10351,user10351@example.org,Massachusetts,Enterprise,104,,10351,2.0,3.415,2.0,2.0
C10352,user10352@example.net,Florida,Pro,39,,10352,2.0,5.42,1.0,2.0
C10353,user10353@example.net,Arizona,Basic,18,,10353,3.0,11.196666666666667,2.0,3.0
C10354,user10354@example.org,Virginia,Free,0,,10354,4.0,7.1125,0.0,4.0
C10355,user10355@example.com,Minnesota,Free,0,Y,10355,2.0,17.455,0.0,2.0
C10356,user10356@example.org,Massachusetts,Basic,11,,10356,4.0,4.925,1.0,4.0
C10357,user10357@example.net,New Jersey,Pro,49,,10357,1.0,10.33,0.0,1.0
C10358,user10358@example.org,Washington,Enterprise,124,,10358,2.0,7.83,2.0,2.0
C10359,user10359@example.org,Arizona,Free,0,,10359,2.0,6.775,0.0,2.0
C10360,user10360@example.net,Delaware,Basic,19,,10360,1.0,5.84,3.0,1.0
C10361,user10361@example.com,Hawaii,Free,0,,10361,3.0,4.753333333333333,0.0,3.0
C10362,user10362@example.org,Delaware,Enterprise,119,,10362,2.0,7.825,1.0,2.0
C10363,user10363@example.com,Florida,Basic,13,Y,10363,6.0,20.316666666666666,1.0,6.0
C10364,user10364@example.com,Washington,Enterprise,85,,10364,4.0,4.7275,1.0,4.0
C10365,user10365@example.org,Illinois,Basic,15,,10365,1.0,2.06,2.0,1.0
C10366,user10366@example.org,Idaho,Basic,25,,10366,3.0,3.686666666666666,1.0,3.0
C10367,user10367@example.com,Colorado,Basic,20,,10367,1.0,8.29,1.0,1.0
C10368,user10368@example.net,New Mexico,Basic,24,,10368,3.0,8.883333333333333,2.0,3.0
C10369,user10369@example.com,West Virginia,Basic,20,,10369,2.0,8.399999999999999,0.0,2.0
C10370,user10370@example.com,Florida,Free,0,Y,10370,2.0,21.615,1.0,2.0
C10371,user10371@example.org,Texas,Enterprise,87,,10371,4.0,5.65,2.0,4.0
C10372,user10372@example.com,Vermont,Pro,80,,10372,1.0,2.9,0.0,1.0
C10373,user10373@example.net,Pennsylvania,Basic,13,Y,10373,2.0,13.16,0.0,2.0
C10374,user10374@example.org,Pennsylvania,Free,0,Y,10374,3.0,11.893333333333333,0.0,3.0
C10375,user10375@example.net,Arkansas,Basic,29,Y,10375,1.0,11.99,0.0,1.0
C10376,user10376@example.org,Alaska,Basic,16,Y,10376,1.0,25.05,0.0,1.0
C10377,user10377@example.net,West Virginia,Enterprise,82,Y,10377,1.0,11.07,0.0,1.0
C10378,user10378@example.net,Illinois,Basic,26,,10378,4.0,7.8525,3.0,4.0
C10379,user10379@example.net,Vermont,Basic,21,Y,10379,2.0,20.935,0.0,2.0
C10380,user10380@example.com,South Dakota,Enterprise,120,,10380,6.0,8.426666666666668,1.0,6.0
C10381,user10381@example.org,New Hampshire,Free,0,,10381,1.0,8.6,0.0,1.0
C10382,user10382@example.com,Utah,Free,0,Y,10382,1.0,30.41,2.0,1.0
C10383,user10383@example.com,Pennsylvania,Free,0,,10383,1.0,0.99,1.0,1.0
C10384,user10384@example.org,New Hampshire,Basic,14,,10384,1.0,2.11,1.0,1.0
C10385,user10385@example.org,Mississippi,Pro,40,Y,10385,4.0,13.265,0.0,4.0
C10386,user10386@example.net,New York,Pro,49,,10386,3.0,4.696666666666666,2.0,3.0
C10387,user10387@example.org,Wisconsin,Basic,28,,10387,2.0,7.875,1.0,2.0
C10388,user10388@example.net,Connecticut,Basic,23,,10388,2.0,5.09,3.0,2.0
C10389,user10389@example.com,Maine,Basic,11,,10389,2.0,4.04,1.0,2.0
C10390,user10390@example.org,New Mexico,Pro,33,,10390,3.0,6.136666666666667,0.0,3.0
C10391,user10391@example.org,Florida,Basic,20,,10391,1.0,6.06,4.0,1.0
C10392,user10392@example.org,Arizona,Pro,62,,10392,2.0,7.965,2.0,2.0
C10393,user10393@example.net,New Mexico,Free,0,,10393,3.0,7.97,3.0,3.0
C10394,user10394@example.com,Louisiana,Free,0,Y,10394,3.0,19.173333333333336,1.0,3.0
C10395,user10395@example.org,Arizona,Free,0,,10395,3.0,4.05,2.0,3.0
C10396,user10396@example.net,Vermont,Free,0,,10396,,0.0,2.0,0.0
C10397,user10397@example.net,Vermont,Free,0,Y,10397,5.0,18.722,0.0,5.0
C10398,user10398@example.net,Alabama,Enterprise,81,,10398,2.0,3.635,0.0,2.0
C10399,user10399@example.net,California,Free,0,,10399,1.0,4.46,0.0,1.0
